Index,Year,Date,Start,End,Location,Site,Habitat,Depth,Transect,Swath,Taxonomy,Family,Count,Total_Length,Length_Anomaly,Biomass,Comment,Coarse_Trophic,Fine_Trophic,Cloud_Cover,Wind_Velocity,Sea_State,Swell,Visibility,Surge,Diver
33,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Centropyge flavissima,Pomacanthidae,1,50,0,4.71,NA,Primary Consumer,Omnivore,60,1,0,0,25,0,GB
34,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Centropyge flavissima,Pomacanthidae,3,60,0,22.62,NA,Primary Consumer,Omnivore,60,1,0,0,25,0,GB
35,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Centropyge flavissima,Pomacanthidae,2,65,0,18.54,NA,Primary Consumer,Omnivore,60,1,0,0,25,0,GB
36,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Chaetodon citrinellus,Chaetodontidae,1,50,0,3.38,NA,Secondary Consumer,Corallivore,60,1,0,0,25,0,GB
37,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Chaetodon ornatissimus,Chaetodontidae,1,115,0,43.5,NA,Secondary Consumer,Corallivore,60,1,0,0,25,0,GB
38,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Chaetodon reticulatus,Chaetodontidae,2,110,0,76.7,NA,Secondary Consumer,Corallivore,60,1,0,0,25,0,GB
39,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Chaetodon unimaculatus,Chaetodontidae,2,110,0,95.1,NA,Secondary Consumer,Corallivore,60,1,0,0,25,0,GB
40,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Cheilinus chlorourus,Labridae,1,50,0,2.43,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
41,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Cheilinus chlorourus,Labridae,2,60,0,8.4,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
42,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Cheilinus chlorourus,Labridae,1,85,0,11.92,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
43,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Cheilio inermis,Labridae,1,300,0,124.9,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
44,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Chlorurus spilurus,Scaridae,5,50,0,14.45,NA,Primary Consumer,Excavator,60,1,0,0,25,0,GB
45,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Chlorurus spilurus,Scaridae,6,100,0,135.8,NA,Primary Consumer,Excavator,60,1,0,0,25,0,GB
46,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Chlorurus spilurus,Scaridae,1,110,0,30,NA,Primary Consumer,Excavator,60,1,0,0,25,0,GB
47,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Chlorurus spilurus,Scaridae,1,115,0,34.3,NA,Primary Consumer,Excavator,60,1,0,0,25,0,GB
48,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Chlorurus spilurus,Scaridae,2,120,0,77.8,NA,Primary Consumer,Excavator,60,1,0,0,25,0,GB
49,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Coris aygula,Labridae,1,70,0,2.4,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
50,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Ctenochaetus striatus,Acanthuridae,3,40,0,3.25,NA,Primary Consumer,Brusher,60,1,0,0,25,0,GB
51,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Ctenochaetus striatus,Acanthuridae,11,50,0,23.63,NA,Primary Consumer,Brusher,60,1,0,0,25,0,GB
52,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Ctenochaetus striatus,Acanthuridae,10,55,0,28.76,NA,Primary Consumer,Brusher,60,1,0,0,25,0,GB
53,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Ctenochaetus striatus,Acanthuridae,8,75,0,59.49,NA,Primary Consumer,Brusher,60,1,0,0,25,0,GB
54,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Forcipiger flavissimus,Chaetodontidae,2,110,0,77.7,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
55,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Gnatholepis anjerensis,Gobiidae,1,35,0,0.6,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
56,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Gnatholepis anjerensis,Gobiidae,2,70,0,8.57,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
57,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Gnatholepis anjerensis,Gobiidae,1,100,0,11.8,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
58,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Gomphosus varius,Labridae,1,75,0,4.27,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
59,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Halichoeres hortulanus,Labridae,2,60,0,6.75,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
60,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Halichoeres hortulanus,Labridae,1,70,0,5.35,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
61,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Halichoeres hortulanus,Labridae,1,75,0,6.58,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
62,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Heniochus chrysostomus,Chaetodontidae,1,110,0,40.2,NA,Secondary Consumer,Corallivore,60,1,0,0,25,0,GB
63,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Monotaxis grandoculis,Lethrinidae,1,110,0,22.3,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
64,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Mulloidichthys flavolineatus,Mullidae,1,115,0,17.7,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
65,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Mulloidichthys vanicolensis,Mullidae,1,120,0,21.1,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
66,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Mulloidichthys vanicolensis,Mullidae,2,130,0,54.5,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
67,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Naso lituratus,Acanthuridae,1,40,0,0.43,NA,Primary Consumer,Browser,60,1,0,0,25,0,GB
68,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Naso lituratus,Acanthuridae,2,50,0,1.79,NA,Primary Consumer,Browser,60,1,0,0,25,0,GB
69,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Naso lituratus,Acanthuridae,1,55,0,1.22,NA,Primary Consumer,Browser,60,1,0,0,25,0,GB
70,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Naso lituratus,Acanthuridae,1,60,0,1.62,NA,Primary Consumer,Browser,60,1,0,0,25,0,GB
71,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Naso lituratus,Acanthuridae,1,70,0,2.67,NA,Primary Consumer,Browser,60,1,0,0,25,0,GB
72,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Scarus oviceps,Scaridae,1,110,0,28,NA,Primary Consumer,Scraper,60,1,0,0,25,0,GB
73,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Scarus oviceps,Scaridae,1,120,0,36.2,NA,Primary Consumer,Scraper,60,1,0,0,25,0,GB
74,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Scarus psittacus,Scaridae,2,75,0,16.85,NA,Primary Consumer,Scraper,60,1,0,0,25,0,GB
75,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Scarus psittacus,Scaridae,1,110,0,30,NA,Primary Consumer,Scraper,60,1,0,0,25,0,GB
76,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Scarus psittacus,Scaridae,1,115,0,34.8,NA,Primary Consumer,Scraper,60,1,0,0,25,0,GB
77,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Siganus argenteus,Siganidae,1,100,0,10.8,NA,Primary Consumer,Browser,60,1,0,0,25,0,GB
78,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Siganus argenteus,Siganidae,1,110,0,14.6,NA,Primary Consumer,Browser,60,1,0,0,25,0,GB
79,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Siganus spinus,Siganidae,3,100,0,55.7,NA,Primary Consumer,Browser,60,1,0,0,25,0,GB
80,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Stethojulis bandanensis,Labridae,1,40,0,1.09,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
81,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Stethojulis bandanensis,Labridae,1,50,0,1.94,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
82,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Thalassoma hardwicke,Labridae,4,70,0,23.4,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
83,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Thalassoma hardwicke,Labridae,3,75,0,21.55,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
84,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Thalassoma hardwicke,Labridae,2,80,0,17.41,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,GB
85,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Zanclus cornutus,Zanclidae,1,100,0,34.5,NA,Secondary Consumer,Omnivore,60,1,0,0,25,0,GB
86,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Zanclus cornutus,Zanclidae,1,110,0,47.5,NA,Secondary Consumer,Omnivore,60,1,0,0,25,0,GB
87,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Zanclus cornutus,Zanclidae,1,115,0,55.2,NA,Secondary Consumer,Omnivore,60,1,0,0,25,0,GB
88,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,Backreef,2,1,5,Zebrasoma scopas,Acanthuridae,2,75,0,24.21,NA,Primary Consumer,Concealed Cropper,60,1,0,0,25,0,GB
89,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 1 m,1,Backreef,2,2,1,Chrysiptera brownriggii,Pomacentridae,2,15,0,0.16,NA,Primary Consumer,Omnivore,60,1,0,0,25,0,AB
90,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 1 m,1,Backreef,2,2,1,Chrysiptera brownriggii,Pomacentridae,1,20,0,0.18,NA,Primary Consumer,Omnivore,60,1,0,0,25,0,AB
91,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 1 m,1,Backreef,2,2,1,Chrysiptera brownriggii,Pomacentridae,1,35,0,0.95,NA,Primary Consumer,Omnivore,60,1,0,0,25,0,AB
92,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 1 m,1,Backreef,2,2,1,Chrysiptera brownriggii,Pomacentridae,2,40,0,2.81,NA,Primary Consumer,Omnivore,60,1,0,0,25,0,AB
93,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 1 m,1,Backreef,2,2,1,Paracirrhites arcatus,Cirrhitidae,1,70,0,5.37,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,AB
94,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 1 m,1,Backreef,2,2,1,Pseudocheilinus hexataenia,Labridae,1,30,0,0.35,NA,Secondary Consumer,Benthic Invertebrate Consumer,60,1,0,0,25,0,AB
95,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 1 m,1,Backreef,2,2,1,Stegastes nigricans,Pomacentridae,1,70,0,10.35,NA,Primary Consumer,Omnivore,60,1,0,0,25,0,AB
96,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 1 m,1,Backreef,2,2,1,Stegastes nigricans,Pomacentridae,3,120,0,157.2,NA,Primary Consumer,Omnivore,60,1,0,0,25,0,AB
97,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 1 m,1,Backreef,2,2,1,Stegastes nigricans,Pomacentridae,3,130,0,200.1,NA,Primary Consumer,Omnivore,60,1,0,0,25,0,AB
98,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 5 m,1,Backreef,2,2,5,Abudefduf sexfasciatus,Pomacentridae,5,130,0,215,NA,Planktivore,Omnivore,60,1,0,0,25,0,AB
99,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 5 m,1,Backreef,2,2,5,Acanthurus nigrofuscus,Acanthuridae,3,80,0,29.52,NA,Primary Consumer,Cropper,60,1,0,0,25,0,AB
100,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 5 m,1,Backreef,2,2,5,Acanthurus nigrofuscus,Acanthuridae,8,90,0,112.44,NA,Primary Consumer,Cropper,60,1,0,0,25,0,AB
101,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 5 m,1,Backreef,2,2,5,Acanthurus nigrofuscus,Acanthuridae,7,100,0,135.4,NA,Primary Consumer,Cropper,60,1,0,0,25,0,AB
102,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 5 m,1,Backreef,2,2,5,Acanthurus nigrofuscus,Acanthuridae,25,110,0,645.1,NA,Primary Consumer,Cropper,60,1,0,0,25,0,AB
103,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 5 m,1,Backreef,2,2,5,Acanthurus nigrofuscus,Acanthuridae,2,130,0,85.6,NA,Primary Consumer,Cropper,60,1,0,0,25,0,AB
104,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 5 m,1,Backreef,2,2,5,Acanthurus triostegus,Acanthuridae,60,180,0,7860.5,NA,Primary Consumer,Cropper,60,1,0,0,25,0,AB
105,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 5 m,1,Backreef,2,2,5,Centropyge flavissima,Pomacanthidae,2,70,0,22.44,NA,Primary Consumer,Omnivore,60,1,0,0,25,0,AB
106,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 5 m,1,Backreef,2,2,5,Centropyge flavissima,Pomacanthidae,2,80,0,31.66,NA,Primary Consumer,Omnivore,60,1,0,0,25,0,AB
107,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 5 m,1,Backreef,2,2,5,Centropyge flavissima,Pomacanthidae,1,85,0,18.5,NA,Primary Consumer,Omnivore,60,1,0,0,25,0,AB
108,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 5 m,1,Backreef,2,2,5,Centropyge flavissima,Pomacanthidae,1,130,0,55.3,NA,Primary Consumer,Omnivore,60,1,0,0,25,0,AB
109,2006,2006-07-11,14:00,15:35,LTER 1 Backreef Fish Transect 2 Swath 5 m,1,Backreef,2,2,5,Chaetodon citrinellus,Chaetodontidae,1,70,0,8.77,NA,Secondary Consumer,Corallivore,60,1,0,0,25,0,AB
